"","Periodo","CIIU_industria","ventasTotales","ARIMA_Forecast","ARIMA_Lower80","ARIMA_Upper80","ARIMA_Lower95","ARIMA_Upper95","RW_Forecast","RW_Lower80","RW_Upper80","RW_Lower95","RW_Upper95","Combined_Forecast","Combined_Lower80","Combined_Upper80","Combined_Lower95","Combined_Upper95"
"355",2018-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",252137410.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2018-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",325785151.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2019-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",193078992.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2019-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",213945274.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2019-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",222827813.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2019-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",233142862.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2019-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",233570278.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2019-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",232913032.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2019-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",240964727.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2019-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",238314037.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2019-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",240266625.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2019-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",226756191.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2019-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",260405745.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2019-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",457743213.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2020-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",198982951.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2020-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",204079961.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2020-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",172753600.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2020-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",130097446.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2020-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",134398353.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2020-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",170766572.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2020-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",160510634.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2020-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",162126511.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2020-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",162416181.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2020-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",183523350.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2020-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",194576511.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2020-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",359811135.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2021-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",143842226.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2021-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",150978363.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2021-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",198519419.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2021-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",178455246.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2021-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",200106845.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2021-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",253763412.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2021-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",201586159.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2021-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",204928883.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2021-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",212753838.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2021-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",210303858.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2021-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",329519930.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2021-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",397559403.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2022-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",169253111.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2022-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",197854845.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2022-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",229497643.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2022-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",214728211.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2022-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",226718433.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2022-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",322933292.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2022-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",232794573.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2022-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",240290998.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2022-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",232245928.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2022-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",250190915.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2022-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",331953259.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2022-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",568703892.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2023-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",195470757.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2023-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",219432775.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2023-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",254451856.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2023-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",252788611.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2023-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",250796640.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2023-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",439526041.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2023-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",259489857.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2023-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",259709319.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2023-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",249833953.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2023-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",258808969.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2023-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",343254270.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2023-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",654638366.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2024-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",229223810.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2024-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",259049068.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2024-03-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",290767861.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",2024-04-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",262823882.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",2024-05-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",275938277.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2024-06-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",376091948.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2024-07-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",284301625.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2024-08-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",271299283.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",2024-09-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,263226678.683475,207479277.672514,318974079.694437,177968386.195834,348484971.171116,290477988.979667,182830886.064838,415781485.610942,146610498.320471,521395588.876153,276852333.831571,195155081.868676,367377782.65269,162289442.258153,434940280.023635
"426",2024-10-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,273419556.851008,213488003.303968,333351110.398048,181762155.270125,365076958.431892,307565674.511666,158348284.231982,514277987.733316,114123911.020188,655232668.377699,290492615.681337,185918143.767975,423814549.065682,147943033.145156,510154813.404795
"427",2024-11-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,357917956.753755,294075889.888353,421760023.619156,260279941.149123,455555972.358387,332641921.135944,141307818.368959,594138239.763672,96089850.4941027,857747308.125319,345279938.944849,217691854.128656,507949131.691414,178184895.821613,656651640.241853
"428",2024-12-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,641879895.793286,574353398.085119,709406393.501453,538607029.473708,745152762.112864,352633708.159789,122287145.025579,688174610.397977,80074922.707767,1029731926.42229,497256801.976537,348320271.555349,698790501.949715,309340976.090737,887442344.267577
"429",2025-01-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,238483430.097571,167463388.962214,309503471.232929,129867650.172476,347099210.022667,378037994.65202,115258739.543452,740315870.79944,78043782.893922,1145817559.97356,308260712.374796,141361064.252833,524909671.016185,103955716.533199,746458384.998115
"430",2025-02-01,"ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.",NA,266818390.101612,192468779.40569,341168000.797534,153110472.959273,380526307.243951,393816558.591955,110367543.86647,770656582.626834,64238012.2875519,1278199015.40655,330317474.346784,151418161.63608,555912291.712184,108674242.623412,829362661.325249
"431",2018-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",358449178.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2018-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",350633676.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2018-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",387160376.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2018-04-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",384402203.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2018-05-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",390673453.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2018-06-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",400799789.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2018-07-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",399967939.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2018-08-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",389493475.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2018-09-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",390549477.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2018-10-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",409277418.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2018-11-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",407303152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",2018-12-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",463591106.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2019-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",413003733.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2019-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",400905119.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",2019-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",416872762.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",2019-04-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",441722628.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",2019-05-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",419967666.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",2019-06-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",407124585.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",2019-07-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",456831446.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",2019-08-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",439410312.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",2019-09-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",420308844.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",2019-10-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",422507056.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",2019-11-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",417294599.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",2019-12-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",500241721.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",2020-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",497227558.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2020-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",444836436.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",2020-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",400028877.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",2020-04-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",316502879.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",2020-05-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",317694052.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",2020-06-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",348960432.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",2020-07-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",399485606.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",2020-08-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",401043095.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2020-09-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",383874424.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",2020-10-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",405799081.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",2020-11-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",397873570.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",2020-12-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",462577386.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",2021-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",405213902.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",2021-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",403595384.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",2021-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",403559357.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",2021-04-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",405676539.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",2021-05-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",405231658.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",2021-06-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",411483617.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",2021-07-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",414127599.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",2021-08-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",425288356.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",2021-09-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",443395285.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",2021-10-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",452106817.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",2021-11-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",454232368.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",2021-12-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",565947390.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2022-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",473639231.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2022-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",492601261.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2022-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",487752391.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",2022-04-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",483121970.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",2022-05-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",483153475.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",2022-06-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",477976464.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",2022-07-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",484365904.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",2022-08-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",504317150.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2022-09-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",544725847.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2022-10-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",521275056.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",2022-11-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",514746640.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",2022-12-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",608204295.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",2023-01-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",507524348.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",2023-02-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",458010254.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",2023-03-01,"ACTIVIDADES FINANCIERAS Y DE SEGUROS.",564001110.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
